City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
New York,3/9/2011,93228752705,Accounting,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Profitable,Restart,NY,New York Metro,1,1,23.02
Long Island City,3/9/2011,71704755510,Food/Drug Retailers,Consumer Services,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,NY,New York Metro,1,1,50
New York,3/9/2011,6.05846E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,NY,New York Metro,1,1,12.27
San Diego,3/9/2011,94417754888,Biofuels/Biomass,Energy and Utilities,Renewable Energy,"San Diego-Carlsbad-San Marcos, CA",Southern California,Product Development,Corporate,CA,San Diego Metro,1,1,
Santa Clara,3/9/2011,1.83419E+11,Solar Energy,Energy and Utilities,Renewable Energy,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Later Stage,CA,San Francisco Bay Area,1,1,72
Waltham,3/9/2011,3.58243E+11,Biofuels/Biomass,Energy and Utilities,Renewable Energy,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,MA,Boston Metro,1,1,57.7
Nashville,3/9/2011,3.55619E+11,Elder Care,Healthcare,Healthcare Services,"Nashville-Davidson-Murfreesboro, TN",South East,Product Development,First Round,TN,,1,1,3
Worcester,3/9/2011,1.02938E+11,Medical Lab Instruments/Test Kits,Healthcare,Medical Devices and Equipment,"Worcester, MA",New England,Generating Revenue,Later Stage,MA,,1,1,1.7
Fremont,3/9/2011,89327758359,Computer Systems,Information Technology,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,1
Morrisville,3/9/2011,88465755377,Wired Communications Equipment,Information Technology,Communications and Networking,"Raleigh-Cary, NC",South East,Generating Revenue,Later Stage,NC,,1,1,43.95
Sunnyvale,3/9/2011,6.12385E+11,Vertical Market Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product In Beta Test,Second Round,CA,San Francisco Bay Area,1,1,6.15
Austin,3/9/2011,6.07552E+11,Recreational/Home Software,Information Technology,Software,"Austin-Round Rock, TX",South Central,Generating Revenue,Second Round,TX,Austin Metro,1,1,6.13
San Francisco,3/10/2011,1.12907E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,21
New York,3/10/2011,6.1238E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,NY,New York Metro,1,1,18.5
Chicago,3/10/2011,1.0628E+11,Search Portals,Consumer Services,Consumer Information Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,IL,Chicago Metro,1,1,20
San Francisco,3/10/2011,6.12374E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,CA,San Francisco Bay Area,1,1,0.5
Hillsborough,3/10/2011,3.54636E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Durham-Chapel Hill, NC",South East,Generating Revenue,Second Round,NC,,1,1,3.48
San Mateo,3/10/2011,6.12545E+11,Medical Software and Information Services: Other,Healthcare,Medical Software and Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product In Beta Test,First Round,CA,San Francisco Bay Area,1,1,10.8
Durham,3/10/2011,6.12472E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Durham-Chapel Hill, NC",South East,Product Development,Second Round,NC,,1,1,11.31
Palo Alto,3/10/2011,6.14095E+11,Biopharmaceuticals: Other,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Startup,Seed Round,CA,San Francisco Bay Area,1,1,0.86
San Francisco,3/10/2011,6.12373E+11,Educational/Training Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,First Round,CA,San Francisco Bay Area,1,1,1.2
La Jolla,3/10/2011,6.12488E+11,Network/Systems Management Software,Information Technology,Software,"San Diego-Carlsbad-San Marcos, CA",Southern California,Product Development,First Round,CA,San Diego Metro,1,1,3
New Canaan,3/10/2011,6.06829E+11,Business Applications Software,Information Technology,Software,"Bridgeport-Stamford-Norwalk, CT",Mid-Atlantic,Generating Revenue,Second Round,CT,New York Metro,1,1,1
Minneapolis,3/11/2011,4.70861E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Product In Beta Test,Second Round,MN,,1,1,10
Portland,3/11/2011,63747755631,IT Consulting,Business and Financial Services,Business Support Services,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Product Development,Second Round,OR,,1,1,3.71
San Francisco,3/11/2011,2.30229E+11,Search Portals,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,1
San Francisco,3/11/2011,6.12517E+11,Consumer Information Services: Other,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,First Round,CA,San Francisco Bay Area,1,1,
Cambridge,3/11/2011,1.1255E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Corporate,MA,Boston Metro,1,1,6
San Francisco,3/11/2011,6.12679E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,9
Atlanta,3/11/2011,6.12675E+11,Healthcare Administration Software,Healthcare,Medical Software and Information Services,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,First Round,GA,,1,1,3.25
Haddonfield,3/11/2011,55981755572,Surgical Devices,Healthcare,Medical Devices and Equipment,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Second Round,NJ,,1,1,7
Miami,3/11/2011,6.12715E+11,Business Applications Software,Information Technology,Software,"Miami-Fort Lauderdale-Pompano Beach, FL",South East,Generating Revenue,First Round,FL,,1,1,0.6
Wilmington,3/11/2011,95176755449,Computer Peripherals,Information Technology,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,4.1
Waltham,3/11/2011,68672755629,Consumer Electronics,Information Technology,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,MA,Boston Metro,1,1,1.4
Bellevue,3/11/2011,1.11041E+11,Design Automation Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Later Stage,WA,Seattle Metro,1,1,6.9
Youngstown,3/12/2011,6.12994E+11,Data Management Services,Business and Financial Services,Business Support Services,"Cleveland-Elyria-Mentor, OH",Midwest East,Startup,Seed Round,OH,,1,1,0.19
Norcross,3/13/2011,98508757970,Solar Energy,Energy and Utilities,Renewable Energy,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,Later Stage,GA,,1,1,94.35
Cambridge,3/14/2011,6.12486E+11,General Business Consulting,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,MA,Boston Metro,1,1,2
Cambridge,3/14/2011,55973755171,Personal Care Products,Consumer Goods,Personal Goods,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,MA,Boston Metro,1,1,16
Fremont,3/14/2011,54954761731,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,
St. Louis,3/14/2011,1.13101E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"St. Louis, MO-IL",Midwest Central,Generating Revenue,Second Round,MO,,1,1,16.9
Santa Clara,3/14/2011,6.1303E+11,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,4.6
Berkeley,3/14/2011,1.8337E+11,Semiconductors: Other,Information Technology,Semiconductors,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,
Newport Beach,3/14/2011,6.12542E+11,Vertical Market Applications Software,Information Technology,Software,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,First Round,CA,Orange County,1,1,0.5
Beaverton,3/14/2011,1.0301E+11,Communications Software,Information Technology,Software,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Later Stage,OR,,1,1,1
Issaquah,3/14/2011,59384755396,Network/Systems Management Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,3
Alexandria,3/15/2011,6.12581E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,VA,Potomac,1,1,1
Watertown,3/15/2011,1.13477E+11,Payment/Transactional Processing,Business and Financial Services,Financial Institutions and Services,"Hartford-West Hartford-East Hartford, CT",New England,Generating Revenue,Later Stage,CT,,1,1,
Wakefield,3/15/2011,75212757792,Business Support Services: Other,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,2
Los Angeles,3/15/2011,1.11335E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,20
Atlanta,3/15/2011,3.56874E+11,Security Services,Business and Financial Services,Business Support Services,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,Second Round,GA,,1,1,0.31
Indianapolis,3/15/2011,56016755541,Online Communities,Consumer Services,Consumer Information Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Later Stage,IN,,1,1,53.6
Guilford,3/15/2011,6.12516E+11,Biofuels/Biomass,Energy and Utilities,Renewable Energy,"New Haven-Milford, CT",Mid-Atlantic,Generating Revenue,First Round,CT,New York Metro,1,1,0.15
Cambridge,3/15/2011,87574758806,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,3.5
Philadelphia,3/15/2011,59366755297,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,23.3
San Francisco,3/15/2011,6.12508E+11,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,1.6
San Francisco,3/15/2011,6.11012E+11,Software Development Tools,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,First Round,CA,San Francisco Bay Area,1,1,10
San Mateo,3/15/2011,72478755177,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,0.33
Washington,3/15/2011,6.12598E+11,Communications Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Startup,Seed Round,DC,Potomac,1,1,0.2
Columbia,3/16/2011,3.55617E+11,Media and Content: Other,Consumer Services,Media and Content,"Columbia, MO",Midwest Central,Generating Revenue,First Round,MO,,1,1,1.5
Cambridge,3/16/2011,6.12587E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,MA,Boston Metro,1,1,5
San Diego,3/16/2011,1.11067E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Clinical Trials - Phase 2,Later Stage,CA,San Diego Metro,1,1,3.9
Maricopa,3/16/2011,1.05897E+11,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"Phoenix-Mesa-Scottsdale, AZ",Mountain,Generating Revenue,Later Stage,AZ,,1,1,15
Seattle,3/16/2011,6.12633E+11,Graphics/Publishing Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,0.3
Encinitas,3/16/2011,1.14964E+11,Communications Software,Information Technology,Software,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,Later Stage,CA,San Diego Metro,1,1,3.5
Menlo Park,3/16/2011,6.05652E+11,Electronic Components/Devices,Information Technology,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Second Round,CA,San Francisco Bay Area,1,1,10
Seattle,3/16/2011,3.57056E+11,Software Development Tools,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,2.5
Seattle,3/16/2011,4.70656E+11,Communications Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Second Round,WA,Seattle Metro,1,1,6
Los Angeles,3/16/2011,6.12596E+11,Multimedia/Streaming Software,Information Technology,Software,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,Seed Round,CA,Los Angeles Metro,1,1,0.13
Menlo Park,3/16/2011,6.1298E+11,To Be Assigned,To Be Assigned,To Be Assigned,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,4
Needham,3/17/2011,6.12632E+11,Consumer Information Services: Other,Consumer Services,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,MA,Boston Metro,1,1,2.4
McLean,3/17/2011,6.12622E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,VA,Potomac,1,1,
Cambridge,3/17/2011,6.12624E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,First Round,MA,Boston Metro,1,1,0.5
San Francisco,3/17/2011,55104755346,Consumer Electronics,Information Technology,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,49
Daly City,3/18/2011,6.1302E+11,Travel Arrangement/Tourism,Consumer Services,Travel and Leisure,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Seed Round,CA,San Francisco Bay Area,1,1,
Menlo Park,3/18/2011,6.03268E+11,Medical Devices and Equipment: Other,Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,1
Boulder,3/18/2011,3.53169E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Boulder, CO",Mountain,Product Development,Second Round,CO,,1,1,9
New York,3/18/2011,6.07076E+11,Business Applications Software,Information Technology,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,NY,New York Metro,1,1,1.37
San Francisco,3/18/2011,76935755700,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,12
Hillsboro,3/18/2011,85556755815,Integrated Circuit Production,Information Technology,Semiconductors,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Product Development,Later Stage,OR,,1,1,10.12
San Francisco,3/18/2011,6.12666E+11,Recreational/Home Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,CA,San Francisco Bay Area,1,1,
Columbus,3/21/2011,6.12694E+11,Specialty Foods,Consumer Goods,Food and Beverage,"Columbus, OH",Midwest East,Generating Revenue,First Round,OH,,1,1,0.6
San Diego,3/21/2011,6.12408E+11,Drug Delivery,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,First Round,CA,San Diego Metro,1,1,1.07
